Iteration number	RMS error
0.0	0.0675326391474
1.0	0.0564211327284
2.0	0.049243765253
3.0	0.0439983245145
4.0	0.0399067272347
5.0	0.0365810105765
6.0	0.0337993157163
7.0	0.0314229199603
8.0	0.0293593870982
9.0	0.027544100845
10.0	0.025930167209
11.0	0.0244825127665
12.0	0.0231742478335
13.0	0.0219843262062
14.0	0.0208959838091
15.0	0.0198956646074
16.0	0.0189722620616
17.0	0.0181165711195
18.0	0.0173208843908
19.0	0.0165786893442
20.0	0.0158844377276
21.0	0.0152333675563
22.0	0.0146213639774
23.0	0.014044849301
24.0	0.0135006951973
25.0	0.0129861519415
26.0	0.0124987909061
27.0	0.0120364574556
28.0	0.0115972320784
29.0	0.0111793980996
30.0	0.0107814146914
31.0	0.010401894179
32.0	0.0100395828537
33.0	0.00969334466716
34.0	0.00936214730721
35.0	0.00904505025291
36.0	0.00874119448354
37.0	0.00844979357645
38.0	0.00817012597665
39.0	0.0079015282597
40.0	0.0076433892397
41.0	0.0073951447999
42.0	0.00715627334286
43.0	0.00692629177433
44.0	0.00670475194819
45.0	0.00649123751117
46.0	0.00628536109523
47.0	0.00608676181332
48.0	0.00589510302054
49.0	0.00571007030828
50.0	0.00553136970322
51.0	0.00535872604724
52.0	0.00519188153721
53.0	0.00503059440652
54.0	0.00487463773268
55.0	0.00472379835708
56.0	0.00457787590499
57.0	0.00443668189504
58.0	0.00430003892906
59.0	0.004167779954
60.0	0.00403974758855
61.0	0.00391579350831
62.0	0.00379577788334
63.0	0.00367956886348
64.0	0.00356704210634
65.0	0.00345808034425
66.0	0.00335257298612
67.0	0.00325041575095
68.0	0.00315151032989
69.0	0.00305576407383
70.0	0.00296308970397
71.0	0.00287340504281
72.0	0.00278663276312
73.0	0.00270270015263
74.0	0.00262153889228
75.0	0.00254308484571
76.0	0.00246727785791
77.0	0.00239406156096
78.0	0.00232338318447
79.0	0.00225519336878
80.0	0.00218944597861
81.0	0.00212609791488
82.0	0.0020651089226
83.0	0.00200644139255
84.0	0.0019500601547
85.0	0.00189593226122
86.0	0.00184402675737
87.0	0.00179431443859
88.0	0.00174676759272
89.0	0.00170135972639
90.0	0.00165806527569
91.0	0.00161685930158
92.0	0.00157771717144
93.0	0.00154061422938
94.0	0.00150552545858
95.0	0.00147242514027
96.0	0.00144128651514
97.0	0.00141208145363
98.0	0.00138478014275
99.0	0.00135935079745
100.0	0.00133575940491
101.0	0.00131396950995
102.0	0.00129394204925
103.0	0.00127563524091
104.0	0.00125900453433
105.0	0.0012440026238
106.0	0.00123057952652
107.0	0.00121868272385
108.0	0.001208257362
109.0	0.0011992465062
110.0	0.00119159144057
111.0	0.00118523200432
112.0	0.00118010695404
113.0	0.00117615434136
114.0	0.0011733118953
115.0	0.00117151739945
116.0	0.00117070905496
117.0	0.00117082582156
118.0	0.00117180773071
119.0	0.00117359616604
120.0	0.00117613410837
121.0	0.00117936634354
122.0	0.00118323963305
123.0	0.00118770284826
124.0	0.00119270707001
125.0	0.00119820565615
126.0	0.00120415427972
127.0	0.00121051094119
128.0	0.0012172359579
129.0	0.0012242919341
130.0	0.00123164371465
131.0	0.00123925832546
132.0	0.00124710490337
133.0	0.00125515461799
134.0	0.00126338058757
135.0	0.00127175779105
136.0	0.00128026297765
137.0	0.00128887457565
138.0	0.0012975726013
139.0	0.00130633856897
140.0	0.00131515540317
141.0	0.00132400735308
142.0	0.00133287991008
143.0	0.00134175972846
144.0	0.0013506345497
145.0	0.00135949313032
146.0	0.0013683251735
147.0	0.00137712126427
148.0	0.00138587280846
149.0	0.00139457197518
150.0	0.00140321164283
151.0	0.00141178534841
152.0	0.00142028724008
153.0	0.00142871203281
154.0	0.00143705496695
155.0	0.00144531176959
156.0	0.00145347861847
157.0	0.00146155210848
158.0	0.00146952922035
159.0	0.00147740729166
160.0	0.00148518398973
161.0	0.00149285728656
162.0	0.00150042543548
163.0	0.00150788694945
164.0	0.00151524058097
165.0	0.00152248530338
166.0	0.0015296202935
167.0	0.00153664491558
168.0	0.00154355870633
169.0	0.00155036136112
170.0	0.00155705272104
171.0	0.00156363276108
172.0	0.00157010157902
173.0	0.00157645938517
174.0	0.00158270649289
175.0	0.00158884330974
176.0	0.00159487032933
177.0	0.0016007881237
178.0	0.00160659733632
179.0	0.00161229867555
180.0	0.0016178929086
181.0	0.00162338085593
182.0	0.00162876338603
183.0	0.00163404141063
184.0	0.00163921588023
185.0	0.00164428777996
186.0	0.00164925812574
187.0	0.00165412796076
188.0	0.00165889835214
189.0	0.00166357038794
190.0	0.00166814517431
191.0	0.0016726238329
192.0	0.00167700749843
193.0	0.00168129731648
194.0	0.00168549444139
195.0	0.00168960003442
196.0	0.00169361526194
197.0	0.00169754129381
198.0	0.0017013793019
199.0	0.00170513045871
200.0	0.0017087959361
201.0	0.00171237690411
202.0	0.00171587452988
203.0	0.0017192899767
204.0	0.00172262440306
205.0	0.00172587896186
206.0	0.00172905479963
207.0	0.00173215305584
208.0	0.00173517486229
209.0	0.0017381213425
210.0	0.00174099361123
211.0	0.00174379277399
212.0	0.0017465199266
213.0	0.00174917615484
214.0	0.00175176253409
215.0	0.00175428012903
216.0	0.00175672999336
217.0	0.00175911316957
218.0	0.00176143068873
219.0	0.0017636835703
220.0	0.00176587282198
221.0	0.00176799943961
222.0	0.00177006440698
223.0	0.00177206869582
224.0	0.00177401326568
225.0	0.00177589906392
226.0	0.00177772702562
227.0	0.0017794980736
228.0	0.00178121311839
229.0	0.00178287305826
230.0	0.0017844787792
231.0	0.00178603115499
232.0	0.00178753104718
233.0	0.00178897930521
234.0	0.00179037676642
235.0	0.0017917242561
236.0	0.00179302258762
237.0	0.00179427256245
238.0	0.00179547497026
239.0	0.00179663058904
240.0	0.00179774018513
241.0	0.00179880451339
242.0	0.00179982431726
243.0	0.00180080032888
244.0	0.00180173326917
245.0	0.001802623848
246.0	0.00180347276426
247.0	0.001804280706
248.0	0.00180504835053
249.0	0.00180577636455
250.0	0.00180646540428
251.0	0.0018071161156
252.0	0.00180772913412
253.0	0.00180830508536
254.0	0.00180884458486
255.0	0.00180934823829
256.0	0.00180981664161
257.0	0.00181025038118
258.0	0.00181065003387
259.0	0.00181101616723
260.0	0.00181134933957
261.0	0.00181165010015
262.0	0.00181191898923
263.0	0.00181215653825
264.0	0.00181236326996
265.0	0.00181253969848
266.0	0.00181268632953
267.0	0.00181280366046
268.0	0.00181289218041
269.0	0.00181295237045
270.0	0.00181298470365
271.0	0.00181298964526
272.0	0.0018129676528
273.0	0.00181291917616
274.0	0.00181284465775
275.0	0.0018127445326
276.0	0.00181261922847
277.0	0.00181246916597
278.0	0.00181229475868
279.0	0.00181209641325
280.0	0.0018118745295
281.0	0.00181162950055
282.0	0.00181136171291
283.0	0.00181107154661
284.0	0.00181075937527
285.0	0.00181042556622
286.0	0.00181007048062
287.0	0.00180969447351
288.0	0.00180929789396
289.0	0.00180888108517
290.0	0.0018084443845
291.0	0.00180798812365
292.0	0.0018075126287
293.0	0.00180701822021
294.0	0.00180650521332
295.0	0.00180597391785
296.0	0.00180542463837
297.0	0.00180485767429
298.0	0.00180427331995
299.0	0.00180367186471
300.0	0.00180305359303
301.0	0.00180241878454
302.0	0.00180176771413
303.0	0.00180110065206
304.0	0.00180041786398
305.0	0.00179971961103
306.0	0.00179900614996
307.0	0.00179827773314
308.0	0.00179753460866
309.0	0.00179677702043
310.0	0.0017960052082
311.0	0.00179521940767
312.0	0.00179441985055
313.0	0.00179360676461
314.0	0.00179278037377
315.0	0.00179194089815
316.0	0.00179108855416
317.0	0.00179022355452
318.0	0.00178934610838
319.0	0.00178845642131
320.0	0.00178755469545
321.0	0.00178664112948
322.0	0.00178571591874
323.0	0.00178477925527
324.0	0.00178383132785
325.0	0.00178287232208
326.0	0.00178190242044
327.0	0.0017809218023
328.0	0.00177993064402
329.0	0.00177892911899
330.0	0.00177791739767
331.0	0.00177689564764
332.0	0.00177586403368
333.0	0.00177482271778
334.0	0.00177377185919
335.0	0.00177271161452
336.0	0.00177164213771
337.0	0.00177056358014
338.0	0.00176947609063
339.0	0.00176837981551
340.0	0.00176727489865
341.0	0.00176616148153
342.0	0.00176503970324
343.0	0.00176390970054
344.0	0.00176277160792
345.0	0.0017616255576
346.0	0.00176047167961
347.0	0.00175931010179
348.0	0.00175814094987
349.0	0.00175696434747
350.0	0.00175578041615
351.0	0.00175458927545
352.0	0.00175339104292
353.0	0.00175218583417
354.0	0.00175097376286
355.0	0.00174975494081
356.0	0.00174852947793
357.0	0.00174729748236
358.0	0.00174605906041
359.0	0.00174481431667
360.0	0.00174356335398
361.0	0.00174230627347
362.0	0.00174104317464
363.0	0.00173977415531
364.0	0.00173849931173
365.0	0.00173721873853
366.0	0.00173593252881
367.0	0.00173464077412
368.0	0.00173334356455
369.0	0.00173204098867
370.0	0.00173073313363
371.0	0.00172942008513
372.0	0.0017281019275
373.0	0.00172677874368
374.0	0.00172545061525
375.0	0.00172411762249
376.0	0.00172277984434
377.0	0.00172143735849
378.0	0.00172009024135
379.0	0.0017187385681
380.0	0.00171738241271
381.0	0.00171602184795
382.0	0.0017146569454
383.0	0.00171328777552
384.0	0.0017119144076
385.0	0.00171053690985
386.0	0.00170915534935
387.0	0.00170776979214
388.0	0.00170638030317
389.0	0.00170498694638
