Iteration number	RMS error
1.0	0.0561983289028
2.0	0.0490265701205
3.0	0.0437858440588
4.0	0.0396982410357
5.0	0.0363759195803
6.0	0.0335971188699
7.0	0.0312231960176
8.0	0.0291617797002
9.0	0.0273483065513
10.0	0.0257359260301
11.0	0.0242896006877
12.0	0.0229824708816
13.0	0.0217935156987
14.0	0.0207059925152
15.0	0.0197063636174
16.0	0.0187835382128
17.0	0.017928324866
18.0	0.0171330280288
19.0	0.0163911455262
20.0	0.0156971382129
21.0	0.0150462521556
22.0	0.0144343796586
23.0	0.013857949429
24.0	0.0133138388867
25.0	0.012799303503
26.0	0.0123119193741
27.0	0.0118495361833
28.0	0.011410238391
29.0	0.0109923129982
30.0	0.0105942225996
31.0	0.010214582728
32.0	0.00985214269964
33.0	0.00950576933806
34.0	0.00917443307552
35.0	0.00885719603123
36.0	0.00855320174122
37.0	0.00826166627503
38.0	0.00798187052284
39.0	0.00771315347429
40.0	0.00745490634171
41.0	0.00720656740478
42.0	0.00696761747439
43.0	0.00673757588949
44.0	0.00651599697478
45.0	0.00630246689789
46.0	0.00609660087406
47.0	0.00589804067426
48.0	0.00570645239868
49.0	0.00552152448337
50.0	0.00534296591199
51.0	0.00517050460871
52.0	0.00500388599122
53.0	0.00484287166607
54.0	0.00468723825027
55.0	0.0045367763056
56.0	0.00439128937352
57.0	0.0042505931001
58.0	0.0041145144416
59.0	0.00398289094256
60.0	0.00385557007889
61.0	0.00373240865959
62.0	0.00361327228107
63.0	0.00349803482891
64.0	0.00338657802204
65.0	0.00327879099507
66.0	0.00317456991453
67.0	0.00307381762528
68.0	0.00297644332316
69.0	0.00288236225065
70.0	0.00279149541181
71.0	0.00270376930312
72.0	0.00261911565681
73.0	0.00253747119304
74.0	0.00245877737744
75.0	0.00238298018008
76.0	0.00231002983227
77.0	0.00223988057693
78.0	0.00217249040872
79.0	0.00210782079964
80.0	0.00204583640616
81.0	0.00198650475395
82.0	0.00192979589658
83.0	0.00187568204532
84.0	0.0018241371675
85.0	0.00177513655251
86.0	0.00172865634525
87.0	0.00168467304909
88.0	0.00164316300186
89.0	0.00160410183107
90.0	0.00156746389651
91.0	0.00153322173119
92.0	0.00150134549353
93.0	0.00147180244592
94.0	0.001444556476
95.0	0.0014195676775
96.0	0.00139679200753
97.0	0.00137618103511
98.0	0.00135768179379
99.0	0.00134123674712
100.0	0.00132678387151
101.0	0.00131425685591
102.0	0.00130358541264
103.0	0.00129469568871
104.0	0.00128751076272
