Energy (eV)	Intensity
0.02	0.001539279958211
0.04	0.002359177362266
0.06	0.003235005427816
0.08	0.004386697648321
0.1	0.0061596023073
0.12	0.009325508520282
0.14	0.016102380496013
0.16	0.034953199786084
0.18	0.102693083182573
0.2	0.10585738451013
0.22	0.030810733332261
0.24	0.01190343533916
0.26	0.005900098494692
0.280000000000001	0.003404292082955
0.3	0.002173955284976
0.32	0.001496816443094
0.340000000000001	0.001096162684397
0.36	0.000848369508493
0.38	0.000692530002661
0.400000000000001	0.000596694535763
0.420000000000001	0.000543798643272
0.44	0.000525447466885
0.46	0.000539352214025
0.48	0.000588990765956
0.5	0.000685507403916
0.520000000000001	0.000853511763356
0.540000000000001	0.001146409839216
0.560000000000001	0.001690585024835
0.580000000000001	0.002838044712618
0.600000000000002	0.005868801784774
0.62	0.01810371659904
0.640000000000001	0.081377357967278
0.659999999999999	0.022651708246688
0.679999999999999	0.006598724276788
0.7	0.002995783980765
0.720000000000003	0.00169812836485
0.740000000000003	0.001095167399342
0.760000000000003	0.00076891590125
0.779999999999999	0.000574005892774
0.800000000000001	0.000449497188215
0.820000000000003	0.000366353978532
0.840000000000002	0.000309437157202
0.860000000000002	0.000270368738024
0.880000000000004	0.000244400493429
0.899999999999999	0.000228959426221
0.92	0.000222999111929
0.939999999999998	0.000226837199865
0.960000000000004	0.000242440105046
0.979999999999999	0.00027439314231
1	0.000332364920787
1.02	0.000437591641149
1.04	0.000642361440719
1.06	0.001102421740616
1.08	0.00245220527446
1.1	0.009106943528819
1.12	0.024543347176924
1.14	0.004844802060994
1.16	0.001682823121424
1.18	0.000849694464786
1.2	0.000522237470629
1.22	0.000362604913243
1.24	0.000274302284923
1.26	0.000221786974974
1.28	0.000189715804918
1.3	0.000170843043193
1.32	0.000161752461152
1.34	0.000161250501862
1.36	0.000169924260973
1.38	0.000190536254161
1.4	0.000229664799849
1.42	0.000302424094766
1.44	0.000447229835474
1.46	0.000783027470494
1.48	0.001825185275562
1.5	0.007464198256442
1.52	0.012318772251539
1.54	0.002531212860539
1.56	0.000957467801124
1.58	0.000508694646306
1.6	0.000325977237148
1.62	0.000236185638532
1.64	0.000187666812362
1.66	0.000161176346373
1.68	0.00014883462618
1.7	0.000147940095772
1.72	0.00015934931163
1.74	0.000188420118153
1.76	0.000250123202422
1.78	0.000388252500784
1.8	0.000766531231616
1.82	0.002357306311755
1.84	0.010315372595648
1.86	0.002622751154349
1.88	0.000812653792064
1.9	0.000398754130862
1.92	0.000249531032072
1.94	0.000182499580712
1.96	0.000150197525673
1.98	0.000136968778833
2	0.000138075050691
2.02	0.000155091261182
2.04	0.000197967294404
2.06	0.000298713298916
2.08	0.000579385956447
2.1	0.001768226455607
2.12	0.007382079403352
2.14	0.001878265742534
2.16	0.000600396636205
2.18	0.000305251267497
2.2	0.000200924331108
2.22	0.000158308179644
2.24	0.000145406572633
2.26000000000001	0.000155909697937
2.28000000000001	0.000200095391297
2.3	0.000326537588318
2.32000000000001	0.000782354406154
2.34	0.003543512206317
2.36000000000001	0.002345719021648
2.38	0.000599033798359
2.4	0.000276258212519
2.42	0.000176706910133
2.44	0.000140837310257
2.46	0.000135395766474
2.48	0.000158296353575
2.5	0.000236219956776
2.52	0.000509250300118
2.54000000000001	0.002062495660477
2.56	0.002235696225599
2.58000000000001	0.000535860387838
2.6	0.000243183487845
2.62	0.000162745418803
2.64000000000001	0.000144576293553
2.66	0.000169202514731
2.68	0.000279329452772
2.7	0.000793280944245
2.72	0.002776153035244
2.74	0.000697591903577
2.76	0.000260099357216
2.78	0.0001636251998
2.80000000000001	0.000149393771796
2.82000000000001	0.00019855529305
2.84000000000001	0.000440887502518
2.86	0.001857474983375
2.88000000000001	0.000815025898183
2.90000000000001	0.000262271138395
2.92	0.000159662281056
2.94	0.000155284281355
2.96	0.000251577443158
2.98	0.000848875462435
3	0.001055936934161
3.02000000000001	0.000281023111568
3.04000000000001	0.000158137651155
3.06000000000001	0.000162878369545
3.08	0.000333579238944
3.10000000000001	0.001186713079455
3.12000000000001	0.000386778742014
3.14000000000001	0.000166628247573
3.16	0.000153909262821
3.18000000000001	0.000318632526677
3.20000000000001	0.000888970889672
3.22000000000001	0.000258916512382
3.24	0.000147196751941
3.26000000000001	0.000213192482095
3.28	0.000679530329775
3.30000000000001	0.000262811297431
3.32	0.000143237133253
3.34	0.000238196708348
3.36000000000001	0.000487410478119
3.38000000000001	0.000162118603808
3.40000000000001	0.000148733357599
3.42000000000001	0.000391263402151
3.44	0.000187028326373
3.46	0.000145234155749
3.48000000000001	0.000338171883441
3.50000000000001	0.000159753978959
3.52	0.000190755038456
3.54	0.000236559176592
3.56	0.000149677942478
3.58	0.000269297325345
3.6	0.000161913000124
3.62	0.00028495658435
3.64000000000001	0.000211813223711
3.66	0.000290239774397
3.68000000000001	0.000288428750654
3.7	0.000331557252522
3.72	0.000428976708052
3.74000000000001	0.000526967319598
3.76000000000001	0.000638958036774
3.78000000000001	0.000763092689584
3.8	0.000957595845071
3.82000000000001	0.001216738778153
3.84000000000001	0.00129545558983
3.86000000000001	0.001071340643116
3.88000000000001	0.00053684040159
3.90000000000001	0.00021885820256
3.92	9.80E-05
3.94000000000001	6.43E-05
3.96	7.10E-05
3.98000000000001	0.000120846881375
4.00000000000001	0.000165882354204

